provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07_2,percent_of_cancer_patients_dying_in_hospital_2003_07_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_3,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_3
140010,Evanston Northwestern Healthcare,Evanston,IL,324,18.7219,14.5026,24.1688,58.8194,51.0534,67.7668,5.1581,4.4904,5.8258,42.8431,36.179,50.7347,2.8421,2.4746,3.2096,5.7734,3.5878,9.2904,3.5885,1.9865,6.4824,72.0783,63.4482,81.8823,10.6858,9.4778,11.8938,13.3484,9.9277,17.9478,61.4421,53.261,70.8797
140015,Blessing Hospital,Quincy,IL,152,34.5256,26.2323,45.4409,69.9347,57.7506,84.6894,6.0866,5.1122,7.061,,,,,,,,,,8.7435,4.9626,15.4049,46.3665,36.7379,58.5187,5.9016,4.1388,7.6645,8.413,4.8829,14.4953,37.0358,28.5608,48.0256
140030,Sherman Hospital,Elgin,IL,82,20.0653,12.2909,32.7573,58.0408,43.6041,77.2572,5.788,4.4619,7.1141,28.6787,19.0538,43.1658,1.07,0.3401,1.7999,,,,,,,69.9405,54.0623,90.4821,10.5571,8.1579,12.9563,16.9635,10.0421,28.6554,71.869,55.67,92.7816
140051,Rush North Shore Medical Center,Skokie,IL,107,37.2138,27.1816,50.9486,75.0733,60.2062,93.6117,7.017,5.8557,8.1783,43.8144,32.8053,58.5181,1.9956,1.3565,2.6348,14.5134,8.5907,24.5194,11.6635,6.455,21.0749,56.7821,44.0798,73.1449,7.0697,4.9687,9.1706,14.7627,9.0384,24.1124,74.8533,60.3428,92.8531
140053,St. John's Hospital,Springfield,IL,138,24.6884,17.6366,34.5598,64.4678,52.3658,79.3666,4.3982,3.3756,5.4207,21.4846,15.0177,30.7363,0.8787,0.3159,1.4416,,,,,,,30.5026,22.5389,41.28,5.7048,3.8547,7.5549,,,,35.5263,26.9197,46.8846
140054,MacNeal Hospital,Berwyn,IL,102,25.6105,17.3029,37.907,65.0575,51.1992,82.6668,4.4872,3.2982,5.6762,29.5309,20.5178,42.5033,1.2835,0.629,1.9379,,,,,,,56.3134,43.6257,72.6912,8.5425,6.3914,10.6936,11.5859,6.5775,20.4079,42.2623,30.8736,57.8523
140062,Palos Community Hospital,Palos Heights,IL,225,30.877,24.2941,39.2437,70.7063,60.4244,82.7378,5.5315,4.7302,6.3329,26.0625,20.0957,33.8009,0.9765,0.5355,1.4176,5.9483,3.3765,10.4788,8.6419,5.4405,13.727,62.543,53.0433,73.744,8.4407,6.9909,9.8904,11.0406,7.455,16.3508,54.3132,45.4649,64.8835
140065,Adventist La Grange Memorial Hospital,La Grange,IL,113,21.5658,14.3282,32.4594,75.1008,60.4752,93.2636,6.2013,5.0714,7.3313,26.926,18.7062,38.7576,1.1074,0.4854,1.7293,12.9832,7.535,22.3707,,,,66.0122,52.7109,82.67,9.7115,7.6672,11.7558,12.4255,7.3552,20.9912,59.1078,46.5903,74.9884
140067,OSF St. Francis Medical Center,Peoria,IL,179,40.2559,32.1867,50.3482,59.839,49.7137,72.0265,5.911,5.0129,6.809,29.4613,22.6644,38.2966,1.6012,1.1069,2.0955,11.8753,7.8145,18.0465,5.9613,3.3831,10.5044,39.7303,31.3744,50.3115,6.9729,5.3481,8.5977,6.9671,4.0435,12.0045,47.2932,38.0276,58.8163
140080,St. Francis Hospital,Evanston,IL,89,30.8463,20.9972,45.3152,76.143,59.5882,97.2972,7.7509,6.4778,9.0241,51.275,38.1424,68.9293,3.0694,2.3687,3.7702,14.9089,8.6515,25.6922,,,,57.8249,44.0551,75.8986,7.2035,4.9002,9.5069,14.5083,8.2351,25.5599,56.2063,43.1402,73.2298
140084,Vista Medical Center East,Waukegan,IL,90,31.8018,22.2295,45.4959,68.7718,53.7153,88.0487,5.7398,4.4737,7.0058,40.0564,29.1359,55.07,2.5873,1.8904,3.2841,13.1872,7.6526,22.7244,,,,47.0799,34.66,63.9504,7.4319,5.1414,9.7224,,,,37.3788,26.7022,52.3243
140088,University of Chicago Hospital,Chicago,IL,241,28.5978,22.7564,35.9386,60.5042,51.4799,71.1103,5.6586,4.8832,6.4339,24.3526,18.9724,31.2584,1.4786,1.0519,1.9054,13.065,9.5309,17.9097,4.9817,2.826,8.782,60.6242,51.3739,71.5401,9.3417,7.9389,10.7445,8.3453,5.2522,13.26,53.5175,45.152,63.4329
140091,Carle Foundation Hospital,Urbana,IL,114,35.6174,26.4102,48.0344,75.0408,60.9568,92.3791,5.4398,4.3151,6.5645,11.7098,6.9342,19.7746,0.1955,-0.4235,0.8146,,,,16.5054,10.8603,25.0847,40.2154,30.0235,53.8672,6.6961,4.6613,8.7309,,,,43.6998,32.9264,57.9982
140114,Swedish Covenant Hospital,Chicago,IL,95,40.0003,28.7126,55.7254,77.8772,61.6034,98.4501,7.7421,6.5099,8.9744,35.5493,25.1319,50.285,1.7011,1.0229,2.3794,15.2101,8.8272,26.2086,,,,47.0219,35.2149,62.7878,6.1458,3.9164,8.3752,,,,41.6378,30.7638,56.3553
140116,Centegra Northern Illinois Medical Center,Mchenry,IL,90,21.8194,13.9152,34.2135,66.0531,51.1706,85.264,5.2398,3.9739,6.5057,47.9602,35.4324,64.9176,3.0514,2.3546,3.7482,15.782,9.1596,27.1925,,,,68.778,53.7199,88.0571,8.8796,6.5893,11.1699,,,,55.1795,41.5734,73.2386
140117,Resurrection Medical Center,Chicago,IL,206,24.5017,18.4605,32.5198,68.9843,58.4445,81.4249,7.1018,6.2647,7.9389,38.3749,30.6378,48.0657,2.3268,1.866,2.7875,9.7757,6.1564,15.5228,5.8328,3.2286,10.5375,64.07,54.1137,75.8581,7.7462,6.2317,9.2607,20.1614,14.8893,27.3003,66.7759,56.4615,78.9746
140119,Rush University Medical Center,Chicago,IL,194,33.2268,26.2333,42.0846,68.7579,58.0717,81.4105,6.0707,5.2078,6.9336,34.6732,27.4644,43.7743,1.531,1.0561,2.006,20.7816,15.5972,27.6891,,,,50.522,41.309,61.7898,6.8979,5.3368,8.4591,10.9778,7.0779,17.0266,58.9845,49.3014,70.5693
140122,Adventist Hinsdale Hospital,Hinsdale,IL,119,24.3695,16.8234,35.3005,65.3993,52.3774,81.6586,5.7326,4.6317,6.8335,40.9807,30.7827,54.5571,2.0888,1.4829,2.6948,,,,9.8188,5.4349,17.7392,60.2482,47.8913,75.7934,7.1055,5.1137,9.0973,17.2955,11.2715,26.539,74.0704,59.7183,91.8717
140135,Decatur Memorial Hospital,Decatur,IL,138,30.6729,22.663,41.5137,65.9429,53.6883,80.9946,5.3804,4.3579,6.4029,19.6257,13.456,28.6242,0.7341,0.1713,1.2968,,,,8.0491,4.4552,14.5419,47.0124,36.8612,59.959,7.8385,5.9886,9.6884,,,,33.596,25.1592,44.862
140148,Memorial Medical Center,Springfield,IL,215,32.8617,25.9477,41.618,62.582,52.8592,74.0932,5.804,4.9845,6.6234,21.228,15.8452,28.4394,1.1009,0.6498,1.5519,10.7741,7.0904,16.3717,,,,45.6092,37.4849,55.4943,7.5546,6.072,9.0372,6.4027,3.7904,10.8152,36.6827,29.2897,45.9418
140172,St. James Hospitals & Health Centers,Olympia Fields,IL,159,23.3124,16.9588,32.0465,76.7362,64.2477,91.6522,7.0838,6.131,8.0366,41.1638,32.385,52.3222,2.5815,2.057,3.1059,14.112,9.4518,21.0699,9.1911,5.4397,15.5297,66.1076,54.4866,80.2072,8.1973,6.4735,9.9211,15.1257,10.0455,22.775,49.2102,39.5675,61.2029
140179,Little Company of Mary Hospital,Evergreen Park,IL,124,27.214,19.4381,38.1006,65.648,52.7888,81.6398,6.1638,5.0847,7.2429,33.035,24.3122,44.8873,1.9129,1.3189,2.5068,11.0497,6.6556,18.345,,,,58.7665,46.6334,74.0565,9.0499,7.0975,11.0022,14.1228,8.6454,23.0703,61.6113,49.1849,77.1771
140185,Memorial Hospital,Belleville,IL,106,27.6136,19.185,39.7453,68.4292,54.3077,86.2228,6.2288,5.0622,7.3954,17.9851,11.4692,28.2028,0.6633,0.0212,1.3054,,,,,,,58.1053,45.2934,74.5413,6.6221,4.5115,8.7327,12.4663,7.235,21.4799,47.1958,35.7618,62.2856
140191,Ingalls Memorial Hospital,Harvey,IL,133,17.5071,11.6308,26.3523,65.3259,52.7373,80.9194,5.0457,4.0038,6.0876,40.7662,31.2067,53.2542,2.4091,1.8356,2.9826,9.5535,5.6538,16.1429,,,,70.8847,57.8943,86.7899,9.6469,7.7618,11.5319,,,,58.4461,47.1745,72.4109
140200,Elmhurst Memorial Hospital,Elmhurst,IL,146,34.6017,26.1453,45.7933,62.7699,51.162,77.0115,6.2727,5.2786,7.2669,19.6851,13.5887,28.5168,0.5136,-0.0336,1.0608,9.1483,5.1933,16.1151,,,,54.5321,43.7942,67.9028,9.6238,7.8252,11.4223,8.1137,4.606,14.2926,47.9814,37.7553,60.9773
140202,Condell Medical Center,Libertyville,IL,96,18.4932,11.4943,29.7537,65.1135,50.6548,83.6993,5.7057,4.4798,6.9315,44.0295,32.4081,59.8183,2.9072,2.2325,3.5819,,,,,,,66.4748,52.1185,84.7856,10.1441,7.9263,12.362,14.477,8.569,24.4582,65.1125,50.8506,83.3743
140208,Advocate Christ Medical Center,Oak Lawn,IL,300,25.839,20.5986,32.4126,67.1524,58.3869,77.2339,5.6616,4.9674,6.3558,29.1873,23.6158,36.0733,1.1749,0.7928,1.557,14.9926,11.1467,20.1654,7.3201,4.7187,11.3557,54.8386,47.0874,63.8657,6.7188,5.4628,7.9748,13.3201,9.7242,18.2457,54.86,47.1194,63.8723
140209,Methodist Medical Center of Illinois,Peoria,IL,139,24.2782,17.2559,34.1582,61.2282,49.4944,75.7437,5.2689,4.25,6.2879,21.6508,15.1336,30.9747,1.0586,0.4978,1.6194,,,,,,,55.2388,44.1732,69.0763,9.3275,7.484,11.171,,,,47.0861,36.8446,60.1744
140213,Silver Cross Hospital,Joliet,IL,96,27.5851,18.7777,40.5235,70.4782,55.3621,89.7216,5.7245,4.4986,6.9503,35.5229,25.3739,49.7312,1.9015,1.2267,2.5762,,,,11.9273,6.6007,21.5523,64.6502,50.3946,82.9384,9.3217,7.1039,11.5395,,,,62.0775,48.4799,79.4889
140223,Advocate Lutheran General Hospital,Park Ridge,IL,266,26.6046,21.0438,33.6347,69.3667,60.0955,80.0681,5.2471,4.5104,5.9838,31.012,24.9359,38.5685,1.1025,0.6971,1.508,13.488,9.5843,18.9817,10.3507,7.1419,15.0011,60.7323,52.0804,70.8214,7.6609,6.328,8.9937,12.1063,8.6025,17.0374,63.3872,54.2728,74.0324
140228,SwedishAmerican Hospital,Rockford,IL,135,31.4759,23.3392,42.4492,68.1131,55.6395,83.383,5.8985,4.8648,6.9321,10.2956,6.0967,17.3864,0.2232,-0.3457,0.7922,,,,,,,45.8813,35.7666,58.8564,6.716,4.8458,8.5861,8.0026,4.4303,14.4553,51.6735,40.5882,65.7862
140231,Edward Hospital,Naperville,IL,158,27.3668,20.2913,36.9096,68.3259,56.5727,82.5209,5.5685,4.6127,6.5242,25.9492,19.1011,35.2526,1.4871,0.961,2.0131,7.2092,3.9907,13.0232,,,,63.9507,52.6595,77.663,9.8283,8.0991,11.5574,6.8654,3.8004,12.4022,61.2872,50.108,74.9606
140233,OSF St. Anthony Medical Center,Rockford,IL,141,28.4119,20.8358,38.7428,62.0588,50.35,76.4905,5.433,4.4213,6.4446,14.8324,9.6686,22.7539,0.5925,0.0357,1.1493,8.175,4.5254,14.7679,,,,48.8456,38.5727,61.8545,7.61,5.7797,9.4403,10.348,6.2353,17.1734,48.0999,37.8476,61.1294
140239,Rockford Memorial Hospital,Rockford,IL,110,22.1494,14.8431,33.0522,56.1282,43.754,72.002,4.8989,3.7536,6.0441,24.4551,16.7664,35.6698,1.2839,0.6536,1.9142,,,,,,,53.0988,41.1333,68.5451,8.6295,6.5576,10.7015,,,,43.6484,32.7873,58.1072
140242,Central DuPage Hospital,Winfield,IL,125,28.3692,20.365,39.5194,67.4923,54.5598,83.4901,5.6205,4.5463,6.6947,34.9119,25.8852,47.0865,1.7887,1.1975,2.38,,,,,,,61.9185,49.5878,77.3155,7.9224,5.9789,9.8659,12.5031,7.6564,20.4179,65.5008,52.5257,81.6812
140252,Northwest Community Healthcare,Arlington Heights,IL,238,18.9051,14.0657,25.4095,59.555,50.5146,70.2132,4.7308,3.9519,5.5098,22.6939,17.3324,29.7137,1.0036,0.5749,1.4324,10.5594,7.0134,15.8983,8.421,5.4289,13.0623,65.2914,55.8252,76.3628,9.2405,7.8313,10.6498,14.3966,10.33,20.0641,64.1479,54.5842,75.3874
140258,Alexian Brothers Medical Center,Elk Grove Village,IL,157,17.3841,11.8338,25.5374,67.6261,55.74,82.0469,6.2505,5.2916,7.2094,41.3312,32.2746,52.9291,2.6578,2.1301,3.1856,8.3985,4.7673,14.7957,,,,73.478,61.2859,88.0957,10.1576,8.4228,11.8924,12.0394,7.6748,18.8861,67.5495,56.0623,81.3903
140276,Loyola University Medical Center,Maywood,IL,186,25.0397,18.9205,33.1379,62.4144,52.143,74.7092,5.1898,4.309,6.0706,30.8926,23.9282,39.8841,2.0145,1.5296,2.4993,8.5913,5.3384,13.8263,,,,62.8323,52.3285,75.4445,9.9856,8.392,11.5791,10.7511,6.9331,16.6716,55.3432,45.5255,67.2781
140280,Trinity Medical Center-West,Rock Island,IL,120,28.9216,20.6613,40.4844,65.6806,52.6763,81.8953,5.203,4.1067,6.2994,16.0319,10.224,25.1388,0.4174,-0.186,1.0209,,,,12.6191,7.7254,20.6125,56.4424,44.5726,71.473,8.016,6.0324,9.9995,11.4065,6.7527,19.2676,36.3183,26.8349,49.1532
140281,Northwestern Memorial Hospital,Chicago,IL,273,37.8789,31.4376,45.6399,62.0279,53.4767,71.9465,6.1225,5.3951,6.8499,24.2216,19.124,30.678,1.213,0.8127,1.6134,12.9424,9.4489,17.7275,5.2194,3.1953,8.5256,52.3093,44.2894,61.7814,9.6233,8.3073,10.9393,8.6257,5.7292,12.9865,60.5922,51.9018,70.7377
140288,Advocate Good Samaritan Hospital,Downers Grove,IL,124,23.4645,16.1984,33.9899,64.4668,51.7028,80.3818,5.3843,4.3058,6.4629,21.0177,14.1989,31.1113,0.9629,0.3693,1.5566,9.9589,5.5131,17.9895,,,,62.475,50.1034,77.9013,8.8129,6.8615,10.7643,11.9577,7.2057,19.8435,62.9171,50.2362,78.7989
140291,Advocate Good Shepherd Hospital,Barrington,IL,107,19.8872,12.9644,30.5064,61.0735,47.8875,77.8903,5.6602,4.4991,6.8212,31.0515,22.0697,43.6888,1.246,0.607,1.8851,11.9995,6.8118,21.138,,,,66.8632,53.0642,84.2506,10.0631,7.9625,12.1636,22.9678,15.5103,34.011,60.2231,47.2145,76.8157
150002,Methodist Hospitals,Gary,IN,141,41.8547,32.6065,53.7258,77.1127,63.8289,93.161,7.1411,6.1281,8.154,42.6324,33.2722,54.626,2.181,1.6234,2.7385,20.096,14.4015,28.042,10.8187,6.2708,18.6651,40.6956,31.2317,53.0272,5.0756,3.2429,6.9083,,,,49.8653,39.6817,62.6624
150004,St. Margaret Mercy Health Centers,Hammond,IN,85,24.7178,16.1123,37.9196,66.5518,51.2082,86.4928,5.7387,4.4359,7.0415,39.6272,28.3039,55.4805,2.9712,2.2541,3.6883,,,,,,,55.114,41.2739,73.5951,7.3916,5.0345,9.7486,,,,55.3148,41.6728,73.4226
150009,Clark Memorial Hospital,Jeffersonville,IN,87,25.0383,16.6337,37.6894,56.6881,42.9569,74.8084,4.2475,2.9596,5.5353,22.5073,14.6698,34.5319,0.6511,-0.0578,1.3599,,,,,,,66.9364,51.6195,86.7982,12.8779,10.5479,15.2079,,,,50.7673,38.0143,67.7987
150012,St. Joseph Regional Medical Center-South Bend,South Bend,IN,133,27.9311,20.2333,38.5576,64.8936,52.7132,79.8885,5.064,4.0225,6.1054,22.712,15.8764,32.4908,0.7162,0.143,1.2894,9.0128,4.9894,16.2804,10.4406,6.059,17.9908,58.4659,46.8229,73.004,8.2522,6.368,10.1364,9.5519,5.5443,16.4566,32.0772,23.3369,44.091
150017,Lutheran Hospital of Indiana,Fort Wayne,IN,157,22.1324,15.811,30.9811,60.4777,49.4014,74.0374,4.4232,3.4645,5.3819,20.6862,14.6252,29.2592,0.574,0.0463,1.1017,9.4443,5.5908,15.9537,,,,65.8303,54.3594,79.7218,9.7247,7.9902,11.4592,11.9046,7.5895,18.6731,61.074,49.9864,74.621
150018,Elkhart General Hospital,Elkhart,IN,125,37.2101,27.9491,49.5398,66.6598,53.8164,82.5682,6.1971,5.1226,7.2716,18.7473,12.5622,27.9777,0.854,0.2626,1.4454,,,,8.5164,4.7129,15.3896,44.4941,34.1546,57.9636,7.5774,5.6335,9.5214,,,,40.3397,30.5662,53.2383
150021,Parkview Hospital,Fort Wayne,IN,225,20.6426,15.5063,27.4803,58.004,48.868,68.848,4.5727,3.7717,5.3738,17.8512,13.091,24.3423,0.5335,0.0926,0.9744,8.3992,5.3549,13.1742,6.0009,3.6153,9.9606,59.7876,50.4973,70.787,9.8725,8.4233,11.3218,8.0135,5.0466,12.7246,65.4173,55.5724,77.0064
150023,Union Hospital,Terre Haute,IN,195,33.9668,26.8166,43.0236,70.7825,59.8547,83.7054,6.7945,5.9337,7.6553,30.5052,23.7716,39.1461,1.6197,1.1459,2.0934,12.0023,8.0379,17.922,12.6275,8.6481,18.4379,38.4564,30.5667,48.3825,5.2544,3.6971,6.8117,7.0614,4.1796,11.9303,52.5589,43.6547,63.2792
150033,St. Francis Hospital & Health Centers,Beech Grove,IN,201,25.2915,19.2657,33.2018,60.1356,50.3104,71.8796,5.2812,4.4334,6.129,23.6823,17.8915,31.3475,1.7492,1.2826,2.2159,10.0895,6.5047,15.6501,,,,55.1889,45.7313,66.6023,10.1661,8.6323,11.6999,5.3555,2.9643,9.6755,48.2705,39.6637,58.7449
150034,St. Mary Medical Center,Hobart,IN,83,30.572,20.6526,45.2557,80.4213,63.0545,102.5712,7.0835,5.7651,8.4018,33.5007,23.1232,48.5356,1.5786,0.853,2.3042,,,,13.6215,7.7289,24.0067,60.0197,45.4812,79.2055,6.5634,4.1783,8.9485,18.1833,10.9547,30.1817,56.8958,43.1102,75.0898
150035,Porter-Valparaiso Hospital Campus,Valparaiso,IN,109,24.6413,16.774,36.1984,65.9552,52.1731,83.3778,5.6126,4.4622,6.7631,16.0186,9.9559,25.773,0.5978,-0.0354,1.231,,,,,,,64.9772,51.566,81.8763,8.9805,6.899,11.0619,10.9352,6.2071,19.2646,44.9177,34.0355,59.2791
150042,Good Samaritan Hospital,Vincennes,IN,104,29.6179,20.8239,42.1256,68.533,54.3014,86.4945,4.6639,3.4861,5.8417,26.3888,18.2148,38.231,0.614,-0.0343,1.2622,,,,,,,51.328,39.2065,67.197,7.5837,5.4528,9.7146,,,,29.8811,21.1266,42.2634
150044,Floyd Memorial Hospital & Health Services,New Albany,IN,101,22.8635,15.1901,34.4134,68.8438,54.3652,87.1782,5.9109,4.7157,7.1061,30.4439,21.4033,43.3031,1.3131,0.6552,1.9709,11.2674,6.2367,20.3561,,,,61.3521,47.8236,78.7077,9.1617,6.9994,11.324,,,,47.6633,36.0138,63.0811
150048,Reid Hospital & Health Care Services,Richmond,IN,142,32.3983,24.2597,43.2673,64.8801,52.8205,79.6931,6.0378,5.0296,7.0461,23.6767,16.912,33.1472,0.8467,0.2918,1.4016,9.2501,5.368,15.9395,,,,41.5953,32.2216,53.6959,6.5605,4.7364,8.3846,,,,34.746,26.3994,45.7314
150051,Bloomington Hospital,Bloomington,IN,104,30.23,21.3735,42.7565,55.1716,42.6477,71.3733,5.1003,3.9227,6.278,24.552,16.7128,36.0681,1.6188,0.9706,2.267,10.7226,5.9357,19.37,,,,56.7904,43.9938,73.3091,11.7132,9.5826,13.8439,,,,46.4692,35.0117,61.6762
150056,Clarian Health Partners,Indianapolis,IN,337,28.4173,23.3279,34.6171,55.0719,47.6902,63.5961,4.6224,3.9674,5.2774,25.849,20.9908,31.8316,1.1189,0.7583,1.4794,9.6809,6.9452,13.4941,5.7577,3.751,8.838,54.903,47.486,63.4784,8.9578,7.7727,10.1428,7.659,5.1724,11.3411,51.045,44.016,59.1966
150058,Memorial Hospital of South Bend,South Bend,IN,149,29.4737,21.9294,39.6134,60.7739,49.5362,74.5608,5.2334,4.2495,6.2174,17.4455,11.8759,25.6272,0.7825,0.241,1.3241,,,,10.5721,6.568,17.0172,52.3406,41.9771,65.2627,7.8137,6.0335,9.5939,9.9273,5.9826,16.473,27.4175,20.0289,37.5318
150074,Community Health Network,Indianapolis,IN,206,26.6002,20.4654,34.5741,65.789,55.6014,77.8433,5.0822,4.245,5.9194,24.2408,18.4167,31.9067,1.1039,0.6431,1.5648,7.0672,4.2584,11.7285,12.2467,8.3308,18.0033,57.3878,47.8669,68.8025,6.7668,5.252,8.2815,13.7459,9.485,19.921,70.028,59.5202,82.3909
150082,Deaconess Hospital,Evansville,IN,190,22.684,16.8191,30.5941,61.8733,51.6101,74.1774,4.8624,3.9906,5.7341,22.9675,17.0864,30.8729,0.957,0.4772,1.4368,,,,7.1406,4.2258,12.0661,56.2375,46.5208,67.9838,9.7406,8.1634,11.3177,5.7395,3.1772,10.3684,38.6786,30.8361,48.5157
150084,St. Vincent Hospital & Health Services,Indianapolis,IN,283,25.0584,19.8523,31.6297,63.2362,54.6308,73.1971,5.7317,5.0172,6.4462,25.7915,20.4971,32.4534,1.4323,1.0391,1.8256,7.6011,4.9533,11.6641,4.4328,2.5724,7.6387,63.688,55.0405,73.6942,9.2031,7.9104,10.4959,9.4979,6.5096,13.858,55.2306,47.0714,64.804
150089,Ball Memorial Hospital,Muncie,IN,142,31.1893,23.3556,41.6505,62.9256,51.2881,77.2036,4.6952,3.6872,5.7033,26.7878,19.5662,36.6748,0.9958,0.4409,1.5506,10.7939,6.504,17.9134,7.5238,4.2699,13.2573,35.5779,26.9613,46.9482,6.3899,4.5661,8.2137,,,,35.6518,26.8613,47.3191
150100,St. Mary's Medical Center,Evansville,IN,169,35.9737,28.0382,46.1552,64.2236,53.222,77.4994,5.2224,4.2982,6.1466,25.5019,18.9718,34.2798,0.8391,0.3304,1.3478,13.5917,9.0262,20.4664,6.3246,3.5894,11.1443,46.9725,37.6702,58.5718,7.6994,6.0273,9.3715,6.4084,3.5475,11.5768,44.9821,35.9677,56.2558
150112,Columbus Regional Hospital,Columbus,IN,84,17.5471,10.5769,29.1105,56.2576,42.3908,74.6605,3.8891,2.5788,5.1993,13.9805,7.9383,24.6218,0.5972,-0.1239,1.3184,,,,,,,70.7212,54.7855,91.2921,12.3763,10.0058,14.7468,,,,27.9614,18.5782,42.0838
150125,Community Hospital,Munster,IN,209,27.2995,21.004,35.4821,65.0601,54.9178,77.0755,6.2674,5.4363,7.0985,39.217,31.5308,48.7769,1.7516,1.2941,2.209,11.2482,7.4706,16.9361,11.3701,7.5498,17.1236,58.312,48.8563,69.5976,7.8947,6.391,9.3984,13.9776,9.7075,20.1258,59.2678,49.79,70.5496
160030,Mary Greeley Medical Center,Ames,IA,102,27.1375,18.7341,39.3102,62.6526,49.1264,79.903,4.9308,3.7417,6.1198,18.4337,11.756,28.9048,0.4087,-0.2458,1.0631,,,,11.1021,6.3015,19.5599,65.0662,51.112,82.83,10.8111,8.6599,12.9623,14.2498,8.5872,23.6464,36.0731,26.0161,50.0179
160033,Genesis Medical Center,Davenport,IA,121,37.3812,28.078,49.7668,66.0522,53.1177,82.1363,7.0089,5.9169,8.1009,17.5301,11.5398,26.6299,1.0784,0.4773,1.6794,,,,,,,53.4017,41.7098,68.3712,7.3634,5.3877,9.3391,10.6257,6.1668,18.3088,38.0695,28.5966,50.6804
160045,St. Luke's Hospital,Cedar Rapids,IA,85,,,,49.5315,36.5999,67.0322,3.4847,2.182,4.7874,,,,,,,,,,,,,76.2613,59.7911,97.2684,13.3303,10.9734,15.6871,,,,26.3988,17.3791,40.0996
160058,University of Iowa Hospitals & Clinics,Iowa City,IA,173,23.9543,17.6995,32.4194,48.1101,38.8434,59.5875,4.0575,3.1443,4.9708,17.3622,12.1371,24.8368,0.5766,0.074,1.0792,10.507,6.6171,16.6835,,,,62.93,52.1955,75.8721,12.4533,10.8011,14.1055,,,,48.4171,39.0365,60.052
160064,Mercy Medical Center-Mason City,Mason City,IA,112,,,,51.1707,39.5553,66.197,3.1916,2.0568,4.3265,11.8585,6.8846,20.4259,0.4447,-0.1799,1.0693,,,,,,,85.2096,69.8209,103.99,12.625,10.5719,14.6781,17.3532,11.1898,26.9114,30.3811,21.4814,42.968
160079,Mercy Medical Center-Cedar Rapids,Cedar Rapids,IA,117,20.7705,13.9193,30.9939,53.5598,41.9165,68.4374,4.4269,3.3166,5.5373,16.3524,10.4283,25.6418,0.8253,0.2142,1.4365,,,,,,,69.8605,56.2547,86.757,12.2068,10.1979,14.2157,10.8246,6.2826,18.6504,31.6021,22.5767,44.2356
